,0
343,0.2491
344,0.2525
345,0.2502
346,0.2526
347,0.2494
348,0.2553
349,0.2535
350,0.247
351,0.2543
352,0.2503
353,0.2462
354,0.2508
355,0.2499
356,0.2509
357,0.2535
358,0.2462
359,0.2487
360,0.2516
361,0.2515
362,0.253
363,0.249
364,0.25
365,0.2508
366,0.2534
367,0.2482
368,0.2532
369,0.2475
370,0.2571
371,0.2462
372,0.2528
373,0.2527
374,0.2501
375,0.2548
376,0.2459
377,0.2606
378,0.2462
379,0.2551
380,0.2555
381,0.2454
382,0.2621
383,0.2574
384,0.2439
385,0.2458
386,0.2584
387,0.259
388,0.2502
389,0.2479
390,0.2612
391,0.2573
392,0.2459
393,0.2571
394,0.2461
395,0.2486
396,0.2567
397,0.2555
398,0.2487
399,0.253
400,0.263
401,0.2541
402,0.2496
403,0.2537
404,0.2551
405,0.2569
406,0.2494
407,0.256
408,0.2575
409,0.25
410,0.2543
411,0.2479
412,0.2517
413,0.252
414,0.2502
415,0.2534
416,0.2521
417,0.2514
418,0.257
419,0.2526
420,0.2549
421,0.251
422,0.2565
423,0.2528
424,0.2552
425,0.2528
426,0.2573
427,0.2537
428,0.2566
429,0.2577
430,0.2487
431,0.2563
432,0.2547
433,0.2502
434,0.2596
435,0.2524
436,0.2528
437,0.256
438,0.2439
439,0.2502
440,0.2567
441,0.2542
442,0.2479
443,0.2522
444,0.2606
445,0.2493
446,0.2553
447,0.253
448,0.2534
449,0.2543
450,0.2509
451,0.2553
452,0.2564
453,0.2539
454,0.25
455,0.2537
456,0.2497
457,0.256
458,0.2524
459,0.2459
460,0.2627
461,0.2601
462,0.2431
463,0.25
464,0.2595
465,0.2555
466,0.2478
467,0.2478
468,0.2592
469,0.2524
470,0.2497
471,0.2528
472,0.253
473,0.2504
474,0.2586
475,0.2513
476,0.2559
477,0.2589
478,0.2488
479,0.2602
480,0.2534
481,0.2483
482,0.259
483,0.2573
484,0.245
485,0.2522
486,0.2578
487,0.2526
488,0.2542
489,0.2514
490,0.2508
491,0.2583
492,0.2487
493,0.2513
494,0.2588
495,0.2531
496,0.2537
497,0.2546
498,0.2503
499,0.2546
500,0.2527
501,0.2522
502,0.2562
503,0.2552
504,0.2512
505,0.2541
506,0.2502
507,0.2547
508,0.2553
509,0.2524
510,0.249
511,0.2501
512,0.2564
513,0.2492
514,0.2532
515,0.2514
516,0.2504
517,0.2572
518,0.2524
519,0.2573
520,0.2531
521,0.2526
522,0.2616
523,0.2537
524,0.2514
525,0.2544
526,0.2452
527,0.2545
528,0.2532
529,0.2448
530,0.254
531,0.2536
532,0.2483
533,0.2519
534,0.2516
535,0.2438
536,0.2469
537,0.2526
538,0.2525
539,0.2474
540,0.2498
541,0.2491
542,0.2518
543,0.2495
544,0.2518
545,0.2514
546,0.2512
547,0.2524
548,0.2529
549,0.2517
550,0.2567
551,0.2545
552,0.2421
553,0.254
554,0.2621
555,0.2563
556,0.2485
557,0.2551
558,0.2555
559,0.2542
560,0.2491
561,0.2538
562,0.2523
563,0.2517
564,0.2527
565,0.2501
566,0.2522
567,0.2531
568,0.2495
569,0.2517
570,0.2512
571,0.2494
572,0.2562
573,0.2499
574,0.2565
575,0.2568
576,0.2468
577,0.2493
578,0.2589
579,0.2521
580,0.2513
581,0.2502
582,0.2503
583,0.2503
584,0.2522
585,0.2475
586,0.2516
587,0.2493
588,0.2512
589,0.2497
590,0.2502
591,0.2508
592,0.2487
593,0.2535
594,0.2494
595,0.2524
596,0.2534
597,0.2516
598,0.249
599,0.2532
600,0.2503
601,0.2507
602,0.2546
603,0.2505
604,0.2547
605,0.2545
606,0.2525
607,0.2505
608,0.2514
609,0.2542
610,0.2504
611,0.2503
612,0.2513
613,0.2535
614,0.2496
615,0.2555
616,0.2454
617,0.2566
618,0.2484
619,0.2528
620,0.2577
621,0.2494
622,0.2553
623,0.2535
624,0.2493
625,0.2507
626,0.2516
627,0.2493
628,0.2527
629,0.2475
630,0.2496
631,0.2488
632,0.2504
633,0.248
634,0.2514
635,0.2466
636,0.2525
637,0.248
638,0.2525
639,0.2486
640,0.2506
641,0.2514
642,0.2472
643,0.2578
644,0.2429
645,0.2553
646,0.248
647,0.248
648,0.2536
649,0.2524
650,0.2502
651,0.2481
652,0.2529
653,0.248
654,0.2496
655,0.2478
656,0.2527
657,0.2496
658,0.2494
659,0.2502
660,0.2488
661,0.2543
662,0.2495
663,0.2512
664,0.251
665,0.2507
666,0.2492
667,0.2477
668,0.2592
669,0.2522
670,0.2478
671,0.2519
672,0.2557
673,0.2483
674,0.2535
675,0.2504
676,0.2454
677,0.2517
678,0.2532
679,0.2476
680,0.2494
681,0.2476
682,0.2503
683,0.2496
684,0.2484
685,0.2495
686,0.2495
687,0.2509
688,0.2519
689,0.2522
690,0.2486
691,0.257
692,0.2452
693,0.2563
694,0.2508
695,0.253
696,0.2493
697,0.255
698,0.2536
699,0.2496
700,0.2531
