,0
0,0.17054249668917934
1,0.07211607844617166
2,0.3855491400531275
3,0.3773625426556264
4,0.03897838195087805
5,0.40251722104517096
6,0.20303605375176592
7,0.32196898909377625
8,0.3366898896328722
9,0.3554800694921354
10,0.3243679167179854
11,0.3872285765284199
12,0.2841755805907145
13,0.30473451953832115
14,0.3817346838073735
15,0.0986848727254042
16,0.40448086321579957
17,0.07462763726790142
18,0.3825796975912996
19,0.396816788211799
20,0.2782021522029283
21,0.06571615158735486
22,0.4017924024513824
23,0.39520767806512636
24,0.17668208123459161
25,0.4036083953651988
26,0.3988437117469647
27,0.39094189375859917
28,0.276865274612179
29,0.3944315708660546
30,0.39517190004455255
31,0.40169807792593587
32,0.3632278756176401
33,0.36725168648561535
34,0.3967421832864852
35,0.40001634978070194
36,0.3356572499133352
37,0.40256599491310807
38,0.398526035146289
39,0.4146401300724867
40,0.38980752032179133
41,0.333371101753399
42,0.39829418961060997
43,0.3874316903123726
44,0.40503688403249005
45,0.393380063337018
46,0.40777916977820317
47,0.39649998217336074
48,0.4074641756733754
49,0.4095887210785372
50,0.40066610544793524
51,0.3132189132391557
52,0.4022048362881705
53,0.4260629444336249
54,0.41129851565351977
55,0.4124090755876159
56,0.41420048422613337
57,0.33340859375261467
58,0.40623890849909455
59,0.1352468258184556
60,0.39328926477014375
61,0.39690653222548433
62,0.40324496560091816
63,0.08748135320763287
64,0.4067417845828389
65,0.4114320524018346
66,0.4082302183923927
67,0.12043491338009128
68,0.41014421516030647
69,0.37134112999373037
70,0.41195100537259066
71,0.40641867522663855
72,0.41527315224560524
73,0.3991219579855429
74,0.4122691536645588
75,0.3689919537976029
76,0.4049215252554743
77,0.4138715595415482
78,0.403801166739929
79,0.40362098784871786
80,0.39513324307197584
81,0.3950146156864416
82,0.404403707740396
83,0.41858933049244096
84,0.40570551568867036
85,0.4113320632231607
86,0.4108822871853173
87,0.39025535288932994
88,0.4102489590795058
89,0.4047161750826669
90,0.41270971472427925
91,0.2510220091120378
92,0.39912696290674426
93,0.3996563152483216
94,0.4184220315563429
95,0.18998246091512702
96,0.3969646874888927
97,0.41507178436416603
98,0.42043845266843366
99,0.29648594105001724
100,0.4158641152824175
101,0.4043169831447821
102,0.4212630273383476
103,0.21178384503033465
104,0.41509109871485494
105,0.4119199777747069
106,0.4190995768650015
107,0.40555539156051196
108,0.41916052269835086
109,0.41354295418602044
110,0.4033393229098005
111,0.4061231613024066
112,0.21899396555112507
113,0.4136226189177126
114,0.11856313372731857
115,0.42156635319878516
116,0.40970552249989856
117,0.4012506321720496
118,0.37951624691888675
119,0.4076709907558034
120,0.34487987180606555
121,0.40890083974758407
122,0.12785391207458374
123,0.4192896045926478
124,0.404258699136053
125,0.4103759587312531
126,0.40070661857615525
127,0.4177706581309029
128,0.41677463892611405
129,0.401575752033836
130,0.422291365059289
131,0.42268372067364257
132,0.42032821017993977
133,0.40277903612325766
134,0.42088938916178775
135,0.39458947629991126
136,0.40863111705035815
137,0.405130376224418
138,0.26921944168831774
139,0.3839644949856979
140,0.40861193633025567
141,0.41129609643868487
142,0.4159304496251591
143,0.4325346045883058
144,0.40371435385306276
145,0.4156800252495625
146,0.40927631347190896
147,0.4232881827686947
148,0.40273601332319386
149,0.41665126591430196
150,0.4030073431306064
151,0.42047938565223275
152,0.3838366691851902
153,0.4211224979611198
154,0.20540712102479555
155,0.41948823589363327
156,0.3508213190361927
157,0.4245931871499281
158,0.4176350739079417
159,0.4149858848660384
160,0.41563173778586504
161,0.42358034580233267
162,0.4094644542194606
163,0.4093260445329815
164,0.4211377798627618
165,0.4178446217434573
166,0.4140400115121452
167,0.4048683137196949
168,0.4144025922879801
169,0.4213165907867471
170,0.41408945818151727
171,0.41197090103295586
172,0.4130041656244774
173,0.4290504353014888
174,0.40071534565292816
175,0.4104737042889844
176,0.4110099046328121
177,0.4269283029769307
178,0.4050710065612369
179,0.4096267510961803
180,0.42396061856006345
181,0.4344160834882809
182,0.4065298054248557
183,0.41287327363909726
184,0.42462011517264153
185,0.4272789505631159
186,0.4081941145519466
187,0.40993975402261507
188,0.41478028350501056
189,0.41665777755239686
190,0.4055915010462589
191,0.41017399076042765
192,0.4229634128989652
193,0.42633573399339986
194,0.40440043586786384
195,0.40806519055210194
